candidateId,byteIndex,valueHex,confidence,byteSource
sim_unknown_uav_005_M003,179,E3,0.420380,REAL_IQ
sim_unknown_uav_005_M003,180,FF,0.391735,REAL_IQ
sim_unknown_uav_005_M003,181,FF,0.309924,REAL_IQ
sim_unknown_uav_005_M003,182,C3,0.453387,REAL_IQ
sim_unknown_uav_005_M003,183,80,0.645679,REAL_IQ
sim_unknown_uav_005_M003,184,00,0.562024,REAL_IQ
sim_unknown_uav_005_M003,185,7F,0.494302,REAL_IQ
sim_unknown_uav_005_M003,186,04,0.291504,REAL_IQ
sim_unknown_uav_005_M003,187,37,0.472854,REAL_IQ
sim_unknown_uav_005_M003,188,FF,0.643321,REAL_IQ
sim_unknown_uav_005_M003,189,FD,0.359551,REAL_IQ
sim_unknown_uav_005_M003,190,FF,0.739553,REAL_IQ
sim_unknown_uav_005_M003,191,FF,0.749617,REAL_IQ
sim_unknown_uav_005_M003,192,83,0.420223,REAL_IQ
sim_unknown_uav_005_M003,193,FC,0.600195,REAL_IQ
sim_unknown_uav_005_M003,194,7B,0.531702,REAL_IQ
sim_unknown_uav_005_M003,195,F8,0.632596,REAL_IQ
sim_unknown_uav_005_M003,196,03,0.622160,REAL_IQ
sim_unknown_uav_005_M003,197,87,0.400946,REAL_IQ
sim_unknown_uav_005_M003,198,FF,0.624347,REAL_IQ
sim_unknown_uav_005_M003,199,FF,0.811233,REAL_IQ
sim_unknown_uav_005_M003,200,FF,0.669716,REAL_IQ
sim_unknown_uav_005_M003,201,FF,0.531616,REAL_IQ
sim_unknown_uav_005_M003,202,F9,0.476009,REAL_IQ
sim_unknown_uav_005_M003,203,FF,0.435876,REAL_IQ
sim_unknown_uav_005_M003,204,1E,0.365807,REAL_IQ
sim_unknown_uav_005_M003,205,3F,0.651958,REAL_IQ
sim_unknown_uav_005_M003,206,E0,0.413166,REAL_IQ
sim_unknown_uav_005_M003,207,FF,0.686875,REAL_IQ
sim_unknown_uav_005_M003,208,FF,0.827458,REAL_IQ
sim_unknown_uav_005_M003,209,FC,0.566371,REAL_IQ
sim_unknown_uav_005_M003,210,7F,0.605755,REAL_IQ
sim_unknown_uav_005_M003,211,E3,0.626673,REAL_IQ
sim_unknown_uav_005_M003,212,9F,0.565141,REAL_IQ
sim_unknown_uav_005_M003,213,EF,0.501230,REAL_IQ
sim_unknown_uav_005_M003,214,FF,0.572419,REAL_IQ
sim_unknown_uav_005_M003,215,F3,0.668254,REAL_IQ
sim_unknown_uav_005_M003,216,FF,0.811763,REAL_IQ
sim_unknown_uav_005_M003,217,00,0.440675,REAL_IQ
sim_unknown_uav_005_M003,218,70,0.452226,REAL_IQ
sim_unknown_uav_005_M003,219,07,0.465090,REAL_IQ
sim_unknown_uav_005_M003,220,01,0.516096,REAL_IQ
sim_unknown_uav_005_M003,221,C1,0.352010,REAL_IQ
sim_unknown_uav_005_M003,222,80,0.147596,REAL_IQ
sim_unknown_uav_005_M003,223,38,0.322448,REAL_IQ
sim_unknown_uav_005_M003,224,07,0.581546,REAL_IQ
sim_unknown_uav_005_M003,225,00,0.590589,REAL_IQ
sim_unknown_uav_005_M003,226,E0,0.394515,REAL_IQ
sim_unknown_uav_005_M003,227,4C,0.189391,REAL_IQ
sim_unknown_uav_005_M003,228,1C,0.261100,REAL_IQ
sim_unknown_uav_005_M003,229,03,0.511858,REAL_IQ
sim_unknown_uav_005_M003,230,80,0.629772,REAL_IQ
sim_unknown_uav_005_M003,231,70,0.421918,REAL_IQ
sim_unknown_uav_005_M003,232,0E,0.169498,REAL_IQ
sim_unknown_uav_005_M003,233,0E,0.358583,REAL_IQ
sim_unknown_uav_005_M003,234,01,0.342823,REAL_IQ
sim_unknown_uav_005_M003,235,C0,0.616469,REAL_IQ
sim_unknown_uav_005_M003,236,38,0.464484,REAL_IQ
sim_unknown_uav_005_M003,237,07,0.361196,REAL_IQ
sim_unknown_uav_005_M003,238,06,0.460647,REAL_IQ
sim_unknown_uav_005_M003,239,00,0.270341,REAL_IQ
sim_unknown_uav_005_M003,240,C0,0.514553,REAL_IQ
sim_unknown_uav_005_M003,241,1C,0.441772,REAL_IQ
sim_unknown_uav_005_M003,242,03,0.516138,REAL_IQ
sim_unknown_uav_005_M003,243,83,0.398277,REAL_IQ
sim_unknown_uav_005_M003,244,00,0.273600,REAL_IQ
sim_unknown_uav_005_M003,245,E0,0.463083,REAL_IQ
sim_unknown_uav_005_M003,246,06,0.433812,REAL_IQ
sim_unknown_uav_005_M003,247,01,0.554552,REAL_IQ
